chunk_id,file,line,section,text,parameter_class,parameter_type,confidence,reviewed,notes
chunk_0dae7f9f,src/unpriv/mm-explanatory.adoc,578,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)","Therefore, forbids this CoRR violation from occurring.",unknown,unknown,medium,False,
chunk_ad8310f1,src/unpriv/mm-explanatory.adoc,578,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)","As such, strikes a careful balance between enforcing CoRR in all cases while simultaneously being weak enough to permit ""RSW"" and ""fri-rfi"" patterns that commonly appear in real microarchitectures.",unknown,unknown,medium,False,
chunk_716cfd0d,src/unpriv/mm-explanatory.adoc,589,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)","There is one more overlapping-address rule: simply states that a value cannot be returned from an AMO or SC to a subsequent load until the AMO or SC has (in the case of the SC, successfully) performed globally.",unknown,unknown,high,False,
chunk_0c374289,src/unpriv/mm-explanatory.adoc,589,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)",This follows somewhat naturally from the conceptual view that both AMOs and SC instructions are meant to be performed atomically in memory.,unknown,unknown,medium,False,
chunk_683d9840,src/unpriv/mm-explanatory.adoc,589,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)","However, notably, states that hardware may not even non-speculatively forward the value being stored by an AMOSWAP to a subsequent load, even though for AMOSWAP that store value is not actually semantically dependent on the previous value in memory, as is the case for the other AMOs.",non_CSR_parameter,enum,medium,False,
chunk_93fa0c09,src/unpriv/mm-explanatory.adoc,589,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)",The same holds true even when forwarding from SC store values that are not semantically dependent on the value returned by the paired LR.,unknown,unknown,high,False,
chunk_22622c1d,src/unpriv/mm-explanatory.adoc,603,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)",The three PPO rules above also apply when the memory accesses in question only overlap partially.,unknown,unknown,high,False,
chunk_9ce06704,src/unpriv/mm-explanatory.adoc,603,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)","When misaligned memory accesses are being used, the overlapping-address PPO rules apply to each of the component memory accesses independently.",unknown,unknown,high,False,
chunk_f5cfc595,src/unpriv/mm-explanatory.adoc,614,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Fences (<<overlapping-ordering, Rule 4>>)",[IMPORTANT] Rule : There is a FENCE instruction that orders a before b,SW_rule,unknown,medium,False,
chunk_8b91df59,src/unpriv/mm-explanatory.adoc,619,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Fences (<<overlapping-ordering, Rule 4>>)","By default, the FENCE instruction ensures that all memory accesses from instructions preceding the fence in program order (the ""predecessor set"") appear earlier in the global memory order than memory accesses from instructions appearing after the fence in program order (the ""successor set"").",SW_rule,unknown,high,False,
chunk_5a85c353,src/unpriv/mm-explanatory.adoc,619,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Fences (<<overlapping-ordering, Rule 4>>)","However, fences can optionally further restrict the predecessor set and/or the successor set to a smaller set of memory accesses in order to provide some speedup.",SW_rule,unknown,medium,False,
chunk_7feda3a7,src/unpriv/mm-explanatory.adoc,631,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Fences (<<overlapping-ordering, Rule 4>>)","The FENCE encoding currently has nine non-trivial combinations of the four bits PR, PW, SR, and SW, plus one extra encoding FENCE.TSO which facilitates mapping of ""acquire+release"" or RVTSO semantics.",SW_rule,enum,medium,False,
chunk_b07961e7,src/unpriv/mm-explanatory.adoc,631,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Fences (<<overlapping-ordering, Rule 4>>)",The remaining seven combinations have empty predecessor and/or successor sets and hence are no-ops.,unknown,unknown,medium,False,
chunk_26eea979,src/unpriv/mm-explanatory.adoc,645,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Fences (<<overlapping-ordering, Rule 4>>)","FENCE instructions using other combinations of PR, PW, SR, and SW are not normally used in the Linux or C++ memory models but are otherwise well defined.",SW_rule,unknown,medium,False,
chunk_3325b338,src/unpriv/mm-explanatory.adoc,649,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Fences (<<overlapping-ordering, Rule 4>>)","Fences in RISC-V are not cumulative, as they are in some non-multi-copy-atomic memory models.",SW_rule,unknown,medium,False,
chunk_e8541e2a,src/unpriv/mm-explanatory.adoc,657,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Explicit Synchronization (<<overlapping-ordering, Rules 5-8>>)",[IMPORTANT] : a has an acquire annotation,unknown,unknown,medium,False,
chunk_2e91cc08,src/unpriv/mm-explanatory.adoc,668,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Explicit Synchronization (<<overlapping-ordering, Rules 5-8>>)","An acquire operation, as would be used at the start of a critical section, requires all memory operations following the acquire in program order to also follow the acquire in the global memory order.",non_CSR_parameter,unknown,medium,False,
chunk_e7e47582,src/unpriv/mm-explanatory.adoc,668,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Explicit Synchronization (<<overlapping-ordering, Rules 5-8>>)","Acquire ordering can be enforced in one of two ways: with an acquire annotation, which enforces ordering with respect to just the synchronization variable itself, or with a FENCE R,RW, which enforces ordering with respect to all previous loads.",SW_rule,enum,medium,False,
chunk_7c3dd790,src/unpriv/mm-explanatory.adoc,696,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Explicit Synchronization (<<overlapping-ordering, Rules 5-8>>)","However, assuming `a0`, `a1`, and `a2` point to different memory locations, the loads and stores in the critical section may or may not appear after the ""Arbitrary unrelated load"" at the beginning of the example in the global memory order.",non_CSR_parameter,enum,high,False,
chunk_8bf019e7,src/unpriv/mm-explanatory.adoc,724,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Explicit Synchronization (<<overlapping-ordering, Rules 5-8>>)","Now, consider the alternative in .",unknown,unknown,medium,False,
chunk_46c704d1,src/unpriv/mm-explanatory.adoc,724,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Explicit Synchronization (<<overlapping-ordering, Rules 5-8>>)","In this case, even though the AMOSWAP does not enforce ordering with an aq bit, the fence nevertheless enforces that the acquire AMOSWAP appears earlier in the global memory order than all loads and stores in the critical section.",SW_rule,unknown,medium,False,
chunk_cd4a3926,src/unpriv/mm-explanatory.adoc,737,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Explicit Synchronization (<<overlapping-ordering, Rules 5-8>>)","Release orderings work exactly the same as acquire orderings, just in the opposite direction.",unknown,unknown,medium,False,
chunk_e4e24863,src/unpriv/mm-explanatory.adoc,737,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Explicit Synchronization (<<overlapping-ordering, Rules 5-8>>)",Release semantics require all loads and stores preceding the release operation in program order to also precede the release operation in the global memory order.,unknown,unknown,medium,False,
chunk_3199643c,src/unpriv/mm-explanatory.adoc,737,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Explicit Synchronization (<<overlapping-ordering, Rules 5-8>>)","Just as for acquire semantics, release semantics can be enforced using release annotations or with a FENCE RW,W operation.",SW_rule,unknown,medium,False,
chunk_42af797c,src/unpriv/mm-explanatory.adoc,737,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Explicit Synchronization (<<overlapping-ordering, Rules 5-8>>)","Using the same examples, the ordering between the loads and stores in the critical section and the ""Arbitrary unrelated store"" at the end of the code snippet is enforced only by the FENCE RW,W in , not by the rl in .",SW_rule,unknown,medium,False,
chunk_f5f2f575,src/unpriv/mm-explanatory.adoc,750,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Explicit Synchronization (<<overlapping-ordering, Rules 5-8>>)","With RCpc annotations alone, store-release-to-load-acquire ordering is not enforced.",unknown,unknown,medium,False,
chunk_20df72ac,src/unpriv/mm-explanatory.adoc,750,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Explicit Synchronization (<<overlapping-ordering, Rules 5-8>>)",This facilitates the porting of code written under the TSO and/or RCpc memory models.,unknown,unknown,medium,False,
chunk_278d847d,src/unpriv/mm-explanatory.adoc,750,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Explicit Synchronization (<<overlapping-ordering, Rules 5-8>>)","To enforce store-release-to-load-acquire ordering, the code must use store-release-RCsc and load-acquire-RCsc operations so that PPO rule 7 applies. RCpc alone is sufficient for many use cases in C/C\++ but is insufficient for many other use cases in C/C++, Java, and Linux, to name just a few examples; see for details.",non_CSR_parameter,enum,very_high,False,
chunk_2ddf8df0,src/unpriv/mm-explanatory.adoc,759,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Explicit Synchronization (<<overlapping-ordering, Rules 5-8>>)",PPO rule 8 indicates that an SC must appear after its paired LR in the global memory order.,non_CSR_parameter,enum,very_high,False,
chunk_2d970656,src/unpriv/mm-explanatory.adoc,759,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Explicit Synchronization (<<overlapping-ordering, Rules 5-8>>)",This will follow naturally from the common use of LR/SC to perform an atomic read-modify-write operation due to the inherent data dependency.,unknown,unknown,medium,False,
chunk_784281ac,src/unpriv/mm-explanatory.adoc,759,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Explicit Synchronization (<<overlapping-ordering, Rules 5-8>>)","However, PPO rule 8 also applies even when the value being stored does not syntactically depend on the value returned by the paired LR.",unknown,unknown,high,False,
chunk_88c2cdc4,src/unpriv/mm-explanatory.adoc,772,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Syntactic Dependencies (<<overlapping-ordering, Rules 9-11>>)",[IMPORTANT] : b has a syntactic address dependency on a,unknown,unknown,medium,False,
chunk_775577a1,src/unpriv/mm-explanatory.adoc,779,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Syntactic Dependencies (<<overlapping-ordering, Rules 9-11>>)",": b is a store, and b has a syntactic control dependency on a",unknown,unknown,medium,False,
chunk_5cae2326,src/unpriv/mm-explanatory.adoc,782,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Syntactic Dependencies (<<overlapping-ordering, Rules 9-11>>)",Dependencies from a load to a later memory operation in the same hart are respected by the RVWMO memory model.,unknown,unknown,medium,False,
